Group;Question Label;Topic Label;Year;Akse;Ordforklaring;Antpers;Farveskala;Gennemsnit;Score (Indekseret score) (gennemsnit) (label);Score (Indekseret score) (gennemsnit);Score (Indekseret score);Score
Kvinder, 35 - 44 år;Stoler på udmeldinger fra ledelsen;Ledelseskvalitet;2018;Score;"Spørgsmål: Hvor ofte kan man stole på de udmeldinger, der kommer fra ledelsen?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid
- 6. Har ingen leder

I resultaterne præsenteres den gennemsnitlige score (1-5). Personer, der har svaret 'Har ingen leder' (svarkategori 6), er ikke taget med i beregningerne.";4423;27,196289881;;;;75,109245760;3,755462288
Kvinder, 35 - 44 år;Modtager nødvendig ris og ros;Ledelseskvalitet;2018;Score;"Spørgsmål: Hvor ofte giver din nærmeste leder dig den nødvendige ris og ros for dit arbejde?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid
- 6. Har ingen leder

I resultaterne præsenteres den gennemsnitlige score (1-5). Personer, der har svaret 'Har ingen leder' (svarkategori 6), er ikke taget med i beregningerne.";4430;10,053597213;;;;65,225430643;3,261271532
Kvinder, 35 - 44 år;Leder involverer dig i tilrettelæggelsen af dit arbejde;Ledelseskvalitet;2018;Score;"Spørgsmål: Hvor ofte involverer din nærmeste leder dig i tilrettelæggelsen af dit arbejde?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid
- 6. Har ingen leder

I resultaterne præsenteres den gennemsnitlige score (1-5). Personer, der har svaret 'Har ingen leder' (svarkategori 6), er ikke taget med i beregningerne.";4423;13,005961601;;;;65,651442968;3,282572148
Kvinder, 35 - 44 år;Leder engagerer sig i din faglige udvikling;Ledelseskvalitet;2018;Score;"Spørgsmål: Hvor ofte tager din nærmeste leder sig tid til at engagere sig i din faglige udvikling?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid
- 6. Har ingen leder

I resultaterne præsenteres den gennemsnitlige score (1-5). Personer, der har svaret 'Har ingen leder' (svarkategori 6), er ikke taget med i beregningerne.";4435;18,761802020;;;;64,352652559;3,217632628
Kvinder, 35 - 44 år;Hjælp og støtte fra nærmeste leder;Ledelseskvalitet;2018;Score;"Spørgsmål: Hvor ofte får du den hjælp og støtte, som du har brug for, fra din nærmeste leder?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid
- 6. Har ingen leder

I resultaterne præsenteres den gennemsnitlige score (1-5). Personer, der har svaret 'Har ingen leder' (svarkategori 6), er ikke taget med i beregningerne.";4427;18,305890811;;;;72,847627640;3,642381382
Kvinder, 35 - 44 år;Gennemsnit af spørgsmålene om ledelseskvalitet;Ledelseskvalitet;2018;Score;"Spørgsmål: Den samlede score for ledelseskvalitet

- 1. 1-5

Scoren er beregnet som gennemsnittet (1-5) af samtlige otte spørgsmål om ledelseskvalitet.";4475;12,928355711;;;;69,163675173;3,458183759
Kvinder, 35 - 44 år;Arbejdsmæssig anerkendelse og påskønnelse fra ledelsen;Ledelseskvalitet;2018;Score;"Spørgsmål: Hvor ofte bliver dit arbejde anerkendt og påskønnet af ledelsen?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid
- 6. Har ingen leder

I resultaterne præsenteres den gennemsnitlige score (1-5). Personer, der har svaret 'Har ingen leder' (svarkategori 6), er ikke taget med i beregningerne.";4428;11,130799566;;;;65,798892092;3,289944605
Kvinder, 25 - 34 år;Virksomhedens mål forklaret i forhold til opgaver;Ledelseskvalitet;2018;Score;"Spørgsmål: Hvor ofte forklarer din nærmeste leder dig virksomhedens mål, så du forstår, hvad de betyder for dine opgaver?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid
- 6. Har ingen leder

I resultaterne præsenteres den gennemsnitlige score (1-5). Personer, der har svaret 'Har ingen leder' (svarkategori 6), er ikke taget med i beregningerne.";2480;-23,941884077;;;;66,445611080;3,322280554
Kvinder, 25 - 34 år;Tilstrækkelige beføjelser i forhold til ansvar;Ledelseskvalitet;2018;Score;"Spørgsmål: Hvor ofte har du tilstrækkelige beføjelser i forhold til det ansvar, du er pålagt i dit arbejde?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid
- 6. Har ingen leder

I resultaterne præsenteres den gennemsnitlige score (1-5). Personer, der har svaret 'Har ingen leder' (svarkategori 6), er ikke taget med i beregningerne.";2478;-44,978357396;;;;72,950131836;3,647506592
Kvinder, 25 - 34 år;Stoler på udmeldinger fra ledelsen;Ledelseskvalitet;2018;Score;"Spørgsmål: Hvor ofte kan man stole på de udmeldinger, der kommer fra ledelsen?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid
- 6. Har ingen leder

I resultaterne præsenteres den gennemsnitlige score (1-5). Personer, der har svaret 'Har ingen leder' (svarkategori 6), er ikke taget med i beregningerne.";2461;-27,341879526;;;;72,933340231;3,646667012
Kvinder, 25 - 34 år;Modtager nødvendig ris og ros;Ledelseskvalitet;2018;Score;"Spørgsmål: Hvor ofte giver din nærmeste leder dig den nødvendige ris og ros for dit arbejde?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid
- 6. Har ingen leder

I resultaterne præsenteres den gennemsnitlige score (1-5). Personer, der har svaret 'Har ingen leder' (svarkategori 6), er ikke taget med i beregningerne.";2470;-8,905116779;;;;64,086999365;3,204349968
Kvinder, 25 - 34 år;Leder involverer dig i tilrettelæggelsen af dit arbejde;Ledelseskvalitet;2018;Score;"Spørgsmål: Hvor ofte involverer din nærmeste leder dig i tilrettelæggelsen af dit arbejde?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid
- 6. Har ingen leder

I resultaterne præsenteres den gennemsnitlige score (1-5). Personer, der har svaret 'Har ingen leder' (svarkategori 6), er ikke taget med i beregningerne.";2466;13,859888717;;;;65,719745769;3,285987288
Kvinder, 25 - 34 år;Leder engagerer sig i din faglige udvikling;Ledelseskvalitet;2018;Score;"Spørgsmål: Hvor ofte tager din nærmeste leder sig tid til at engagere sig i din faglige udvikling?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid
- 6. Har ingen leder

I resultaterne præsenteres den gennemsnitlige score (1-5). Personer, der har svaret 'Har ingen leder' (svarkategori 6), er ikke taget med i beregningerne.";2471;5,321314897;;;;63,466633935;3,173331697
Kvinder, 25 - 34 år;Hjælp og støtte fra nærmeste leder;Ledelseskvalitet;2018;Score;"Spørgsmål: Hvor ofte får du den hjælp og støtte, som du har brug for, fra din nærmeste leder?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid
- 6. Har ingen leder

I resultaterne præsenteres den gennemsnitlige score (1-5). Personer, der har svaret 'Har ingen leder' (svarkategori 6), er ikke taget med i beregningerne.";2466;-1,752963744;;;;71,755652950;3,587782648
Kvinder, 25 - 34 år;Gennemsnit af spørgsmålene om ledelseskvalitet;Ledelseskvalitet;2018;Score;"Spørgsmål: Den samlede score for ledelseskvalitet

- 1. 1-5

Scoren er beregnet som gennemsnittet (1-5) af samtlige otte spørgsmål om ledelseskvalitet.";2496;-34,968864347;;;;67,791510849;3,389575542
Kvinder, 25 - 34 år;Arbejdsmæssig anerkendelse og påskønnelse fra ledelsen;Ledelseskvalitet;2018;Score;"Spørgsmål: Hvor ofte bliver dit arbejde anerkendt og påskønnet af ledelsen?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid
- 6. Har ingen leder

I resultaterne præsenteres den gennemsnitlige score (1-5). Personer, der har svaret 'Har ingen leder' (svarkategori 6), er ikke taget med i beregningerne.";2471;-49,295257299;;;;64,017946603;3,200897330
Kvinder, 18 - 24 år;Virksomhedens mål forklaret i forhold til opgaver;Ledelseskvalitet;2018;Score;"Spørgsmål: Hvor ofte forklarer din nærmeste leder dig virksomhedens mål, så du forstår, hvad de betyder for dine opgaver?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid
- 6. Har ingen leder

I resultaterne præsenteres den gennemsnitlige score (1-5). Personer, der har svaret 'Har ingen leder' (svarkategori 6), er ikke taget med i beregningerne.";731;-45,494737647;;;;65,729198960;3,286459948
Kvinder, 18 - 24 år;Tilstrækkelige beføjelser i forhold til ansvar;Ledelseskvalitet;2018;Score;"Spørgsmål: Hvor ofte har du tilstrækkelige beføjelser i forhold til det ansvar, du er pålagt i dit arbejde?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid
- 6. Har ingen leder

I resultaterne præsenteres den gennemsnitlige score (1-5). Personer, der har svaret 'Har ingen leder' (svarkategori 6), er ikke taget med i beregningerne.";730;-65,456617459;;;;70,909720905;3,545486045
Kvinder, 18 - 24 år;Stoler på udmeldinger fra ledelsen;Ledelseskvalitet;2018;Score;"Spørgsmål: Hvor ofte kan man stole på de udmeldinger, der kommer fra ledelsen?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid
- 6. Har ingen leder

I resultaterne præsenteres den gennemsnitlige score (1-5). Personer, der har svaret 'Har ingen leder' (svarkategori 6), er ikke taget med i beregningerne.";724;48,307134748;;;;75,951503661;3,797575183
Kvinder, 18 - 24 år;Modtager nødvendig ris og ros;Ledelseskvalitet;2018;Score;"Spørgsmål: Hvor ofte giver din nærmeste leder dig den nødvendige ris og ros for dit arbejde?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid
- 6. Har ingen leder

I resultaterne præsenteres den gennemsnitlige score (1-5). Personer, der har svaret 'Har ingen leder' (svarkategori 6), er ikke taget med i beregningerne.";725;48,917914657;;;;67,559151938;3,377957597
Kvinder, 18 - 24 år;Leder involverer dig i tilrettelæggelsen af dit arbejde;Ledelseskvalitet;2018;Score;"Spørgsmål: Hvor ofte involverer din nærmeste leder dig i tilrettelæggelsen af dit arbejde?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid
- 6. Har ingen leder

I resultaterne præsenteres den gennemsnitlige score (1-5). Personer, der har svaret 'Har ingen leder' (svarkategori 6), er ikke taget med i beregningerne.";728;29,897569901;;;;67,002546770;3,350127339
Kvinder, 18 - 24 år;Leder engagerer sig i din faglige udvikling;Ledelseskvalitet;2018;Score;"Spørgsmål: Hvor ofte tager din nærmeste leder sig tid til at engagere sig i din faglige udvikling?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid
- 6. Har ingen leder

I resultaterne præsenteres den gennemsnitlige score (1-5). Personer, der har svaret 'Har ingen leder' (svarkategori 6), er ikke taget med i beregningerne.";730;9,916891944;;;;63,769581798;3,188479090
Kvinder, 18 - 24 år;Hjælp og støtte fra nærmeste leder;Ledelseskvalitet;2018;Score;"Spørgsmål: Hvor ofte får du den hjælp og støtte, som du har brug for, fra din nærmeste leder?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid
- 6. Har ingen leder

I resultaterne præsenteres den gennemsnitlige score (1-5). Personer, der har svaret 'Har ingen leder' (svarkategori 6), er ikke taget med i beregningerne.";725;24,741919594;;;;73,197995629;3,659899781
Kvinder, 18 - 24 år;Gennemsnit af spørgsmålene om ledelseskvalitet;Ledelseskvalitet;2018;Score;"Spørgsmål: Den samlede score for ledelseskvalitet

- 1. 1-5

Scoren er beregnet som gennemsnittet (1-5) af samtlige otte spørgsmål om ledelseskvalitet.";741;2,607498107;;;;68,868002218;3,443400111
Kvinder, 18 - 24 år;Arbejdsmæssig anerkendelse og påskønnelse fra ledelsen;Ledelseskvalitet;2018;Score;"Spørgsmål: Hvor ofte bliver dit arbejde anerkendt og påskønnet af ledelsen?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid
- 6. Har ingen leder

I resultaterne præsenteres den gennemsnitlige score (1-5). Personer, der har svaret 'Har ingen leder' (svarkategori 6), er ikke taget med i beregningerne.";726;50,704742701;;;;66,965260363;3,348263018
Kvinder;Virksomhedens mål forklaret i forhold til opgaver;Ledelseskvalitet;2018;Score;"Spørgsmål: Hvor ofte forklarer din nærmeste leder dig virksomhedens mål, så du forstår, hvad de betyder for dine opgaver?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid
- 6. Har ingen leder

I resultaterne præsenteres den gennemsnitlige score (1-5). Personer, der har svaret 'Har ingen leder' (svarkategori 6), er ikke taget med i beregningerne.";19842;-7,453751122;;;;66,993672998;3,349683650
Kvinder;Tilstrækkelige beføjelser i forhold til ansvar;Ledelseskvalitet;2018;Score;"Spørgsmål: Hvor ofte har du tilstrækkelige beføjelser i forhold til det ansvar, du er pålagt i dit arbejde?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid
- 6. Har ingen leder

I resultaterne præsenteres den gennemsnitlige score (1-5). Personer, der har svaret 'Har ingen leder' (svarkategori 6), er ikke taget med i beregningerne.";19940;-10,796308657;;;;76,355959563;3,817797978
Kvinder;Stoler på udmeldinger fra ledelsen;Ledelseskvalitet;2018;Score;"Spørgsmål: Hvor ofte kan man stole på de udmeldinger, der kommer fra ledelsen?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid
- 6. Har ingen leder

I resultaterne præsenteres den gennemsnitlige score (1-5). Personer, der har svaret 'Har ingen leder' (svarkategori 6), er ikke taget med i beregningerne.";19784;23,712560435;;;;74,970255650;3,748512783
Kvinder;Modtager nødvendig ris og ros;Ledelseskvalitet;2018;Score;"Spørgsmål: Hvor ofte giver din nærmeste leder dig den nødvendige ris og ros for dit arbejde?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid
- 6. Har ingen leder

I resultaterne præsenteres den gennemsnitlige score (1-5). Personer, der har svaret 'Har ingen leder' (svarkategori 6), er ikke taget med i beregningerne.";19807;-5,170264554;;;;64,311269460;3,215563473
Kvinder;Leder involverer dig i tilrettelæggelsen af dit arbejde;Ledelseskvalitet;2018;Score;"Spørgsmål: Hvor ofte involverer din nærmeste leder dig i tilrettelæggelsen af dit arbejde?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid
- 6. Har ingen leder

I resultaterne præsenteres den gennemsnitlige score (1-5). Personer, der har svaret 'Har ingen leder' (svarkategori 6), er ikke taget med i beregningerne.";19775;-1,714404946;;;;64,474009602;3,223700480
Kvinder;Leder engagerer sig i din faglige udvikling;Ledelseskvalitet;2018;Score;"Spørgsmål: Hvor ofte tager din nærmeste leder sig tid til at engagere sig i din faglige udvikling?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid
- 6. Har ingen leder

I resultaterne præsenteres den gennemsnitlige score (1-5). Personer, der har svaret 'Har ingen leder' (svarkategori 6), er ikke taget med i beregningerne.";19815;6,557037310;;;;63,548094753;3,177404738
Kvinder;Hjælp og støtte fra nærmeste leder;Ledelseskvalitet;2018;Score;"Spørgsmål: Hvor ofte får du den hjælp og støtte, som du har brug for, fra din nærmeste leder?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid
- 6. Har ingen leder

I resultaterne præsenteres den gennemsnitlige score (1-5). Personer, der har svaret 'Har ingen leder' (svarkategori 6), er ikke taget med i beregningerne.";19797;2,491685024;;;;71,986725418;3,599336271
Kvinder;Gennemsnit af spørgsmålene om ledelseskvalitet;Ledelseskvalitet;2018;Score;"Spørgsmål: Den samlede score for ledelseskvalitet

- 1. 1-5

Scoren er beregnet som gennemsnittet (1-5) af samtlige otte spørgsmål om ledelseskvalitet.";20037;-6,570423555;;;;68,605072205;3,430253610
Kvinder;Arbejdsmæssig anerkendelse og påskønnelse fra ledelsen;Ledelseskvalitet;2018;Score;"Spørgsmål: Hvor ofte bliver dit arbejde anerkendt og påskønnet af ledelsen?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid
- 6. Har ingen leder

I resultaterne præsenteres den gennemsnitlige score (1-5). Personer, der har svaret 'Har ingen leder' (svarkategori 6), er ikke taget med i beregningerne.";19819;-5,291336124;;;;65,314880227;3,265744011
Mænd, 55 - 64 år;Typiske løft på 30 kg eller derover;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du typisk mindst 30 kg?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%) med et typisk løft på mindst 30 kg (svarkategori 2-6).";5118;18,666905153;;;;3,189969676;3,189969676
Mænd, 55 - 64 år;Typiske løft på 16 kg eller derover;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du typisk mindst 16 kg?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%) med et typisk løft i arbejdstiden på mindst 16 kg (svarkategori 2-6).";5118;-14,287719619;;;;14,006045960;14,006045960
Mænd, 55 - 64 år;Skubber eller trækker mindst 1/4 af tiden;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid skubber eller trækker du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der skubber eller trækker mindst 1/4 af arbejdstiden (svarkategori 3-6).";5129;7,999097794;;;;18,914339412;18,914339412
Mænd, 55 - 64 år;Bærer eller løfter mindst 1/4 af tiden;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der bærer eller løfter mindst 1/4 af arbejdstiden (svarkategori 3-6).";5133;2,024648962;;;;30,167283510;30,167283510
Mænd, 45 - 54 år;Typiske løft på 30 kg eller derover;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du typisk mindst 30 kg?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%) med et typisk løft på mindst 30 kg (svarkategori 2-6).";5410;1,549982158;;;;3,940412117;3,940412117
Mænd, 45 - 54 år;Typiske løft på 16 kg eller derover;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du typisk mindst 16 kg?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%) med et typisk løft i arbejdstiden på mindst 16 kg (svarkategori 2-6).";5410;-20,515195505;;;;15,053053541;15,053053541
Mænd, 45 - 54 år;Skubber eller trækker mindst 1/4 af tiden;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid skubber eller trækker du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der skubber eller trækker mindst 1/4 af arbejdstiden (svarkategori 3-6).";5431;5,423297329;;;;19,551573642;19,551573642
Mænd, 45 - 54 år;Bærer eller løfter mindst 1/4 af tiden;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der bærer eller løfter mindst 1/4 af arbejdstiden (svarkategori 3-6).";5427;0,632804258;;;;30,712644664;30,712644664
Mænd, 35 - 44 år;Typiske løft på 30 kg eller derover;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du typisk mindst 30 kg?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%) med et typisk løft på mindst 30 kg (svarkategori 2-6).";3564;-9,622676760;;;;4,430245333;4,430245333
Mænd, 35 - 44 år;Typiske løft på 16 kg eller derover;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du typisk mindst 16 kg?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%) med et typisk løft i arbejdstiden på mindst 16 kg (svarkategori 2-6).";3564;-22,053113926;;;;15,311619335;15,311619335
Mænd, 35 - 44 år;Skubber eller trækker mindst 1/4 af tiden;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid skubber eller trækker du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der skubber eller trækker mindst 1/4 af arbejdstiden (svarkategori 3-6).";3580;-1,563207777;;;;21,279984000;21,279984000
Mænd, 35 - 44 år;Bærer eller løfter mindst 1/4 af tiden;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der bærer eller løfter mindst 1/4 af arbejdstiden (svarkategori 3-6).";3579;-0,484615276;;;;31,150478861;31,150478861
Mænd, 25 - 34 år;Typiske løft på 30 kg eller derover;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du typisk mindst 30 kg?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%) med et typisk løft på mindst 30 kg (svarkategori 2-6).";1926;-16,890950606;;;;4,748901973;4,748901973
Mænd, 25 - 34 år;Typiske løft på 16 kg eller derover;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du typisk mindst 16 kg?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%) med et typisk løft i arbejdstiden på mindst 16 kg (svarkategori 2-6).";1926;-27,375175007;;;;16,206402133;16,206402133
Mænd, 25 - 34 år;Skubber eller trækker mindst 1/4 af tiden;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid skubber eller trækker du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der skubber eller trækker mindst 1/4 af arbejdstiden (svarkategori 3-6).";1940;-13,738609013;;;;24,292089378;24,292089378
Mænd, 25 - 34 år;Bærer eller løfter mindst 1/4 af tiden;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der bærer eller løfter mindst 1/4 af arbejdstiden (svarkategori 3-6).";1940;-8,821690973;;;;34,417163151;34,417163151
Mænd, 18 - 24 år;Typiske løft på 30 kg eller derover;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du typisk mindst 30 kg?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%) med et typisk løft på mindst 30 kg (svarkategori 2-6).";616;-74,776663577;;;;7,286735189;7,286735189
Mænd, 18 - 24 år;Typiske løft på 16 kg eller derover;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du typisk mindst 16 kg?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%) med et typisk løft i arbejdstiden på mindst 16 kg (svarkategori 2-6).";616;-66,116564634;;;;22,719880368;22,719880368
Mænd, 18 - 24 år;Skubber eller trækker mindst 1/4 af tiden;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid skubber eller trækker du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der skubber eller trækker mindst 1/4 af arbejdstiden (svarkategori 3-6).";622;-81,130658986;;;;40,964390538;40,964390538
Mænd, 18 - 24 år;Bærer eller løfter mindst 1/4 af tiden;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der bærer eller løfter mindst 1/4 af arbejdstiden (svarkategori 3-6).";622;-78,418488449;;;;61,687008509;61,687008509
Mænd;Typiske løft på 30 kg eller derover;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du typisk mindst 30 kg?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%) med et typisk løft på mindst 30 kg (svarkategori 2-6).";16634;-8,981089557;;;;4,402116780;4,402116780
Mænd;Typiske løft på 16 kg eller derover;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du typisk mindst 16 kg?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%) med et typisk løft i arbejdstiden på mindst 16 kg (svarkategori 2-6).";16634;-25,492001198;;;;15,889789546;15,889789546
Mænd;Skubber eller trækker mindst 1/4 af tiden;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid skubber eller trækker du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der skubber eller trækker mindst 1/4 af arbejdstiden (svarkategori 3-6).";16702;-8,083096147;;;;22,892956783;22,892956783
